Recipe Name,Total Time In Mins,URL,Cleaned-Ingredients,Ingredient-count
Raw Jackfruit Burrito Recipe,65,https://www.archanaskitchen.com/jerk-raw-jackfruit-burrito-recipe,"tomato,yellow bell pepper (capsicum),cumin powder (jeera),sour,paprika powder,cloves garlic,onion,rajma (large kidney beans),black pepper powder,turmeric powder,salt,red bell pepper (capsicum),jackfruit (kathal) junks,tomato salsa,thyme leaves,cinnamon powder (dalchini),tortillas,rice,red chilli powder,sugar,pepper,ginger,green bell pepper (capsicum)",23
Bengali gram dal recipe,40,https://www.archanaskitchen.com/bengali-style-cholar-dal-recipe,"salt,green chillies,ginger,mustard oil,ghee,coconut,bay leaf (tej patta),dry red chillies,cinnamon stick (dalchini),cumin seeds (jeera),cloves (laung),turmeric powder,chana dal (bengal gram dal)",13
Hyderabadi Vegetable Biryani Recipe - Hyderabadi Vegetable Biryani Recipe,80,https://www.archanaskitchen.com/hyderabadi-vegetable-biryani-recipe-in-hindi,"turmeric powder,salt,ginger,rice,cinnamon,red chilli powder,cloves garlic,carrot,mint,curd,green beans,onion,make tomatopuree,cardamom,potatoes,bay leaves,spoon coriander powder,oil,green chillies,cabbage",20
Chocolate Chip & Raisin Rolls Recipe,205,https://www.archanaskitchen.com/chocolate-chip-and-raisin-rolls-recipe,"salt,wheat flour,chocolate chips dark white,milk,raisins,water,dry yeast,butter ricotta cheese,sugar on top,cheese soft paneer,jaggery sugar,flour (maida),orange orange,butter",14
Baby Corn Cigar Recipe,50,https://www.archanaskitchen.com/baby-corn-cigar-recipe,"salt,corn flour,sunflower oil,coriander (dhania) leaves,potato (aloo),red chilli powder,virgin olive oil,vinegar,baby corn be,pizza,ginger paste,wheat bread crumbs,green chilli paste,garlic paste",14
Wheat Millet Thepla Recipe - Bajra Masala Paratha,45,https://www.archanaskitchen.com/gehun-bhajra-thepla-recipe-spiced-wheat-millet-flat-bread,"wheat flour,ginger,green chilli,coriander (dhania) leaves,black pepper powder,bajra flour ( pearl millet),turmeric powder,sunflower oil",8
Kaju Badam Ladoo Recipe,45,https://www.archanaskitchen.com/kaju-badam-ladoo-recipe-sweet-cashew-nut-almond-energy-balls,"cashew nuts,water,sugar,badam (almond),ghee greasing,cardamom powder (elaichi)",6
Spaghetti Aglio Olio With Parmesan & Greens Recipe,70,https://www.archanaskitchen.com/spaghetti-aglio-olio-with-parmesan-greens-recipe,"salt,spaghetti pasta,spinach amaranth leaves,cloves garlic( size),virgin olive oil,lemon,parmesan cheese",7
Mushroom Dumpling Recipe With Potatoes (Momos),40,https://www.archanaskitchen.com/mushroom-dumpling-recipe-with-potatoes-momos,"salt,ginger,green chilli,potato (aloo),onion,button mushrooms,flour (maida),sunflower oil",8
Tomato Curry Leaf Chutney With No Onion No Garlic Recipe,40,https://www.archanaskitchen.com/tomato-curry-leaf-chutney-with-no-onion-no-garlic-recipe,"tomato,salt salt,coriander (dhania) leaves,sugar,curry leaves,turmeric powder,green chillies",7
Baked Oats and Whole Wheat Kachori Stuffed with Peas Recipe,65,https://www.archanaskitchen.com/oats-and-whole-wheat-kachori-stuffed-with-peas-recipe,"salt,wheat flour,water knead,green chilli,amchur (dry mango powder),ajwain (carom seeds),chaat masala powder,green peas (matar),virgin olive oil,red chilli powder,coriander (dhania) leaves,instant oats (oatmeal)",12
Masala Carrot And Peas Sandwich Recipe,50,https://www.archanaskitchen.com/carrot-and-peas-sandwich-recipe,"cheese,wheat brown bread,salt,chaat masala powder,green peas (matar),cloves garlic,carrot,black pepper powder,green chillies",9
Stuffed Onion Vegetable Recipe - Bharwa Pyaz Ki Sabzi Recipe,25,https://www.archanaskitchen.com/bharwa-pyaz-ki-sabzi-recipe-in-hindi,"turmeric powder,salt,ginger,coriander,red chilli powder,cloves garlic,onion,coriander powder,mango powder",9
Aam Panna Pani Puri Recipe,35,https://www.archanaskitchen.com/aam-panna-pani-puri-recipe,"salt,cumin powder (jeera),black salt,green moong sproutsgreen moong sprouts,potato (aloo),chaat masala powder,red chilli powder,mango,sugar,pani puris,black pepper powder,mint leaves (pudina)",12
Quinoa Vegetable Upma Recipe,50,https://www.archanaskitchen.com/quinoa-vegetable-khichdi-recipe,"tomato,green chillies,green beans (french beans),salt,del monte corn kernels,mustard seeds,coriander (dhania) leaves,green peas (matar),water,virgin olive oil,curry leaves,carrot,white urad dal (split),cumin seeds (jeera),coriander powder,chana dal (bengal gram dal),quinoa,garam masala powder",18
Whole Wheat Espresso Chocolate Streusel Cake Recipe,85,https://www.archanaskitchen.com/whole-wheat-espresso-chocolate-streusel-cake-recipe,"baking powder,wheat flour,apricots,sour,butter cold,baking soda,sugar,vanilla,dark chocolate,brown sugar (demerara sugar),eggs,cocoa powder,pecans,coffee decoction,butter,cinnamon powder (dalchini)",16
Basella Fritters Recipe - Malabar Spinach Fritters,25,https://www.archanaskitchen.com/basella-blossom-fritters-recipe,"salt,basella (malabar spinach),corn flour,enos fruit salt baking powder,red chilli powder,water,gram flour (besan),tomato ketchup,cumin seeds (jeera),red chilli powder the batter,turmeric powder,sunflower oil",12
Fig Honey & Paprika Preserve Recipe,40,https://www.archanaskitchen.com/fig-honey-paprika-preserve-recipe,"red chilli flakes,figs,lemon,lemon,brown sugar (demerara sugar)",5
Sepu Vadi Recipe (Himachali Split Urad Dal Dumplings In Spinach Gravy),55,https://www.archanaskitchen.com/sepu-vadi-recipe-himachali-split-urad-dal-dumplings-in-spinach-gravy,"cumin powder (jeera),dill leaves,asafoetida (hing),cumin seeds (jeera),black pepper powder,green chillies,salt,green chilli,spinach,mustard oil,cardamom (elaichi) podsseeds,red chilli powder,dry red chilli,curd,fennel powder,lemon,enos fruit salt soda,ginger,bay leaf (tej patta),black urad dal (split),cinnamon stick (dalchini),coriander powder,sunflower oil vadis,cloves (laung)",24
Himachali Dry Raw Mango Chutney Recipe,20,https://www.archanaskitchen.com/himachali-dry-mango-chutney-recipe,"salt,coriander (dhania) leaves,water (preferably),aam papad (sun dried mango),sugar,mint leaves (pudina),green chillies",7
Vegan Navratan Korma Recipe,90,https://www.archanaskitchen.com/vegan-navratan-korma-recipe,"pistachios,carrot,onion,edible silver foilleaf (chandi ka vark),turmeric powder,green chillies,black cardamom (badi elaichi),pineapple,cardamom (elaichi) podsseeds,raisins,mint leaves (pudina),tofu,garam masala powder,green beans (french beans),coconut yogurt,cauliflower (gobi),coconut oil cold pressed,red chilli powder,coconut milk,cashew nuts,ginger,saffron strands,ginger garlic paste,badam (almond),poppy seeds,potato (aloo),cloves (laung)",27
Lentils and Mixed Grains Khichda Recipe,60,https://www.archanaskitchen.com/lentils-and-mixed-grains-kichada-recipe,"salt,wheat (dalia godumai rava),ginger,cumin powder (jeera),chana dal (bengal gram dal),rice,green chilli,coriander (dhania) leaves,asafoetida (hing),jowar seeds,red chilli powder,cloves garlic,onion,lemon,curry leaves,bajra (seeds),turmeric powder,masoor dal,garam masala powder,sunflower oil",20
Chettinad Pakora Curry Recipe,50,https://www.archanaskitchen.com/chettinad-pakoda-curry-recipe,"tomato,cloves garlic,curry leaves,onion,green chillies,chana dal (bengal gram dal),sunflower oil,salt,cardamom (elaichi) podsseeds,dry red chillies,coconut,coriander (dhania) leaves,red chilli powder,cashew nuts,sunflower oil the pakodas,bay leaf (tej patta),fennel seeds (saunf),gram dal (pottukadalai),cinnamon stick (dalchini),poppy seeds,coriander powder",21
Banana Pomegranate Raita Recipe - Kela Anar Raita,150,https://www.archanaskitchen.com/kela-anar-raita-recipe-in-hindi,"salt,yogurt,red chilli powder,sugar,cumin powder take out,dijon mustard,pomegranate,banana",8
Dhania Wale Aloo Recipe - Coriander Potato Dry,40,https://www.archanaskitchen.com/dhania-wale-aloo-recipe-coriander-potato-dry,"cumin powder (jeera),sesame seeds (til seeds) dry,ginger,green chilli,ghee,coriander (dhania) leaves,lemon,baby potatoes,black pepper powder,salt you can the normal salt too,garam masala powder",11
Case Podimas Recipe (South Indian Style Blindine Mash),20,https://www.archanaskitchen.com/vazhakkai-podimas-recipe-south-indian-style-plantain-mash,"salt,ginger,green chilli,mustard seeds,coconut,curry leaves,white urad dal (split),onion,banana,sunflower oil",10
Baked Potato-Spaghetti Rolls Recipe,70,https://www.archanaskitchen.com/baked-potato-spaghetti-rolls-recipe,"gram spaghetti pasta,salt,ginger,green chilli,potato (aloo),virgin olive oil,bread cubes (croutons) seasd garlic dried rosemary,coriander (dhania) leaves,pepper,lemon drops",10
Rajasthani Ghasela recipe - Besan Ka Pitta (Recipe in Hindi),30,https://www.archanaskitchen.com/besan-ka-pitta-recipe-in-hindi,"coriander (dhania) leaves,turmeric powder,salt,asafoetida,red chilli powder,green onion,onion,oil,green chillies,cumin seeds,gram flour",11
Andhra Style Bendakaya Charu Recipe - Ladies Finger Rasam,25,https://www.archanaskitchen.com/andhra-style-vendakaya-charu-recipe-ladies-finger-rasam-recipe,"tomato,salt,tamarind water,asafoetida (hing),ghee,mustard seeds,red chilli powder,dry red chilli,pearl onion (sambar onion),sugar,curry leaves,garlic,cumin seeds (jeera),methi seeds (fenugreek seeds),bhindi (lady fingerokra),coriander powder,turmeric powder",17
Mexican Vegetarian Burrito Bowl Recipe,75,https://www.archanaskitchen.com/mexican-vegetarian-burrito-bowl-recipe,"tomato,yellow bell pepper (capsicum),lettuce leaves,coriander (dhania) leaves,virgin olive oil,black peppercorns,cloves garlic,chipotle chillies peppers (or flat red chilli flakes),onion,cumin seeds (jeera),red bell pepper (capsicum) (or other vegetables that can be stir ),rajma (large kidney beans) but not,dried oregano,sunflower oil,salt,coriander (dhania),cheddar cheese mexican cheese,del monte corn kernels fire,black olives,guacamole recipes,lemon,red chilli flakes,rice fluffy,green bell pepper (capsicum)",24
Dahi Bhindi Recipe - Okra in Yogurt Curry with Caramelized Onions,60,https://www.archanaskitchen.com/dahi-bhindi-recipe-okra-in-yogurt-curry-with-caramelized-onions,"salt,coriander (dhania),ginger,ghee,red chilli powder,gram flour (besan),curd,dry red chillies,onion,cumin seeds (jeera),bhindi (lady fingerokra),turmeric powder,garam masala powder,sunflower oil",14
Palak Paneer Bhurji Recipe - Palak Paneer Bhurji Recipe,45,https://www.archanaskitchen.com/palak-paneer-bhurji-recipe-spiced-cottage-cheese-scramble-with-spinach-recipe-in-hindi,"cheese,tomato,salt,cumin,spinach,red chilli powder,cloves garlic,onion,oil,mango powder,green chillies,butter,garam masala powder",13
Badam Halwa Recipe,35,https://www.archanaskitchen.com/badam-halwa-recipe-in-hindi,"saffron,wheat flour,almonds,ghee,milk,sugar,almond silver",7
Sweet & Spicy Vegetable Hong Kong Style Recipe,30,https://www.archanaskitchen.com/vegetable-hong-kong-style-recipe,"salt,green beans (french beans),red bell pepper (capsicum),ginger,vegetable stock,pepper,cloves garlic,carrot,soy sauce,chilli vinegar,sugar,dry red chillies,green bell pepper (capsicum),tofu,red chilli sauce,corn flour mixed water,sunflower oil",17
Badam Halwa Recipe,35,https://www.archanaskitchen.com/badam-halwa-recipe,"wheat flour,ghee,milk,saffron strands,sugar,badam (almond),almonds (badam)",7
Tender Coconut Ice Cream Recipe,360,https://www.archanaskitchen.com/tender-coconut-ice-cream-recipe,"tender coconut meat,tender coconut water,glazing (optional),ice,sugar,condensed milk,c (optional)",7
Milk Powder Chena Burfi Recipe,45,https://www.archanaskitchen.com/milk-powder-chena-burfi-recipe,"cardamom (elaichi) podsseeds,ghee,pistachios,milk,saffron strands,white vinegar lime juice,sugar,yellow food colour,condensed milk,milk powder",10
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,25,https://www.archanaskitchen.com/carrot-orange-walnut-raita-fruity-nutty-yogurt-recipe,"cashew nuts,orange,cumin powder (jeera),carrot,curd,salt sugar per preference,raita masala,walnuts",8
Coffee Chocolate Truffles Recipe,90,https://www.archanaskitchen.com/coffee-chocolate-truffles-recipe,"heavy whipping cream,instant coffee powder,dark chocolate,cocoa powder,butter",5
Karnataka Style Ragi Ujju Rotti Recipe,40,https://www.archanaskitchen.com/ragi-ujju-rotti-recipe,"salt,water,ragi flour (finger millet nagli),ghee roasting,rice flour,sunflower oil",6
Pui Shaker Chorchori Recipe - Mixed Vegetable Curry With Malabar Spinach,25,https://www.archanaskitchen.com/pui-shaager-chochhori-malabar-spinach-recipe,"salt,cumin powder (jeera),parangikai pumpkin,mustard oil vegetable oil,brinjal (baingan eggsplant),potato (aloo),sugar,malabar spinach leaves stalks,dry red chillies,panch phoran masala,turmeric powder,mooli mullangi (radish)",12
Potato Pancakes Recipe,35,https://www.archanaskitchen.com/potato-pancakes-recipe,"peanut oil pan,salt,chives(or other herb),eggs,potato (aloo),cloves garlic,parsley,lemon,onion,pepper,flour (maida),wheat bread crumbs",12
Bamboo Shoot Stir Fry Recipe,30,https://www.archanaskitchen.com/bamboo-shoot-stir-fry-recipe,"salt,virgin olive oil,red chilli flakes,spring onion (bulb greens),red yellow green bell peppers (capsicum),bamboo shoots,button mushrooms cremini mushrooms",7
Udupi Style Red Parboiled Rice Sevai Recipe (Red Rice Vermicelli),40,https://www.archanaskitchen.com/udupi-style-red-parboiled-rice-sevai-recipe-red-rice-vermicelli,"mattaice,salt,water,coconut",4
Till Wale Aloo Recipe - Sesame Potato Sabzi,20,https://www.archanaskitchen.com/till-wale-aloo-recipe,"salt,cumin powder (jeera),green chilli,coriander powder,coriander (dhania) leaves,potato (aloo),red chilli powder,sweet chutney (date tamarind),ginger paste,sesame seeds (til seeds),garam masala powder,sunflower oil",12
Beetroot Loni Sponge Dosa Recipe,40,https://www.archanaskitchen.com/beetroot-loni-sponge-dosa-recipe,"idli dosa batter,salt,buttermilk sour,sesame (gingelly) oil,curry leaves,poha (flattened rice),soda,rice,beetroot,green chilli paste,butter loni (white butter)",11
Sweet & Spicy Stuffed Paneer In Kofta Curry Recipe,40,https://www.archanaskitchen.com/sweet-spicy-stuffed-paneer-in-kofta-curry-recipe,"tomato,pistachios,cloves garlic,onion,cardamom powder (elaichi),turmeric powder,sunflower oil,paneer cubes,salt,green chilli,cardamom (elaichi) podsseeds,raisins,mace (javitri),star anise,red chilli powder,curd,kasuri methi (dried fenugreek leaves),cashew nuts,ginger,bay leaf (tej patta),gram flour (besan),badam (almond),cinnamon stick (dalchini),coriander powder,cloves (laung)",25
"Sichuan Style Zhong Shui Jiao Recipe (Caramelized Onion, Cabbage And Peas Dumplings in Red Oil Recipe)",65,https://www.archanaskitchen.com/sichuan-style-zhong-shui-jiao-recipe-caramelized-onion-cabbage-and-peas-dumplings-in-red-oil-recipe,"salt,ginger,star anise,spring onion (bulb greens),green peas (matar),soy sauce,sesame (gingelly) oil,water,cinnamon stick (dalchini),brown sugar (demerara sugar),flour (maida),red chilli sauce,sesame seeds (til seeds),cabbage (patta gobi muttaikose),sunflower oil",15
Spicy Baby Potatoes Recipe,40,https://www.archanaskitchen.com/spicy-baby-potatoes-recipe,"salt,cumin powder (jeera),amchur (dry mango powder),coriander (dhania) leaves,red chilli powder,dry red chilli,curry leaves,cumin seeds (jeera),lemon,baby potatoes,coriander powder,turmeric powder,garam masala powder,sunflower oil",14
Barley Whole Wheat Coffee Marble Cake Recipe,50,https://www.archanaskitchen.com/barley-whole-wheat-coffee-marble-cake-recipe,"baking powder,wheat flour,salt,instant coffee powder ( based on its strength),water,caster sugar,barley flour,eggs,butter",9
Chettinad Dry Pepper Chicken Recipe,40,https://www.archanaskitchen.com/chettinad-pepper-chicken-dry-recipe,"tomato,salt,cumin powder (jeera),coriander (dhania) leaves,water,ginger garlic paste,curry leaves,fennel powder,onion,black pepper powder,coriander powder,turmeric powder,chicken (chicken bs gives better ),sunflower oil",14
Andhra Style Lettuce Pulp Recipe (Spinach Dal Recipe),30,https://www.archanaskitchen.com/andhra-style-palak-kura-pappu-recipe-spinach-dal-recipe,"salt,yellow moong dal (split),arhar dal (split toor dal),tamarind water,mustard seeds,spinach leaves (palak) ed,pearl onion (sambar onion),curry leaves,dry red chillies,cloves garlic pound,turmeric powder,green chillies,sunflower oil",13
Rich Dark Chocolate Mousse Recipe,50,https://www.archanaskitchen.com/rich-dark-chocolate-mousse-recipe,"eggs,strained from water,natural bourbon vanilla,dark chocolate,caster sugar",5
Hunase Gojju Recipe - Hunase Gojju Recipe,40,https://www.archanaskitchen.com/hunase-gojju-recipe-in-hindi,"salt,rasam powder red chilli powder,asafoetida,jaggery,fenugreek seeds,curry leaves,mustard,oil,tamarind paste,green chillies",10
Qahwa | Arabic Coffee Recipe,30,https://www.archanaskitchen.com/qahwa-arabic-coffee-recipe,"green coffee beans ground,cardamom (elaichi) podsseeds,saffron strands,rose water,water",5
Broccoli Corn & Barley Soup Recipe,45,https://www.archanaskitchen.com/broccoli-corn-barley-soup-recipe,"tomato,salt,green beans (french beans),tme leaves,corn flour,sour,barley (seeds),black pepper powder,green peas (matar),cloves garlic,carrot,virgin olive oil,basil leaves,red chilli flakes,rocket leaves spinach leaves,onion,water,sweet corn,broccoli florets",19
Spirulina and Mint Basil Pesto Pasta Recipe,30,https://www.archanaskitchen.com/spirulina-and-mint-basil-pesto-pasta-recipe,"yellow bell pepper (capsicum),salt,tomato,tofu,green zucchini,cloves garlic,basil leaves,virgin olive oil,red chilli flakes,spirulina,badam (almond),pasta,black pepper powder,mint leaves (pudina),dried oregano",15
Goan Style Sando Recipe (Steamed Rice Cakes Filled With Sweet Coconut),495,https://www.archanaskitchen.com/goan-style-sando-recipe-steamed-rice-cakes-filled-with-sweet-coconut,"coconut milk toddy,basmati rice,salt,cardamom (elaichi) podsseeds,jaggery,dry yeast,mattaice,sugar,white urad dal (split),coconut grated",10
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",20,https://www.archanaskitchen.com/til-moongphali-aur-kundru-sabzi-recipe-sesame-peanuts-ivy-gourd-stir-fry,"salt,mustard seeds,red chilli powder,tindora (dondakaya kovakkai),curry leaves,peanuts (moongphali) ground,dry red chillies,coriander powder,turmeric powder,sesame seeds (til seeds),sunflower oil",11
Asian Style Honey Soy Sticky Chicken Recipe,55,https://www.archanaskitchen.com/asian-style-honey-soy-sticky-chicken-recipe,"salt,ginger grated,chicken thighswings,soy sauce,vinegar,black pepper powder,garlic minced,sesame seeds (til seeds),sesame (gingelly) oil olive oil",9
Kaigari Pirattal Recipe (Chettinad Style Mixed Vegetables),35,https://www.archanaskitchen.com/kaigari-pirattal-recipe-chettinad-style-mixed-vegetables,"green beans (french beans),mustard seeds,coconut,fennel seeds (saunf),carrot,curry leaves,dry red chillies,onion,cumin seeds (jeera),potato (aloo),cauliflower (gobi) florets,sunflower oil",12
Pomegranate Frozen Margarita Recipe,20,https://www.archanaskitchen.com/pomegranate-frozen-margarita-recipe-with-non-alcoholic-options,"tequila,ice cubes,triple sec,orange juice,salt rimming the glass (margarita salt,pomegranate juice squeezed,lemon,pomegranate fruit kernels",8
Chinese Egg Fried Rice Recipe With Oats,40,https://www.archanaskitchen.com/chinese-egg-fried-rice-recipe-with-oats,"salt,brown rice,spring onion greens,green beans (french beans),carrot,eggs,pepper,rolled oats instant oats,cabbage (patta gobi muttaikose),sunflower oil",10
Matar Besan and Paneer Cheela Recipe - Matar Besan and Paneer Cheela Recipe,40,https://www.archanaskitchen.com/matar-besan-and-paneer-cheela-recipe-green-peas-paneer-crepes-in-hindi,"cheese,turmeric powder,salt,ginger,cumin powder,green peas boil,oil,green chillies,gram flour",9
Leftover Roti Cutlet Recipe,40,https://www.archanaskitchen.com/leftover-roti-cutlet-recipe,"salt,corn flour,amchur (dry mango powder),black pepper powder,potato (aloo),red chilli powder,red chilli flakes,carrot,onion,phulka,lemon,wheat bread crumbs,sweet corn,green chillies",14
Flourless Orange Cake With Cream Cheese Frosting Recipe,90,https://www.archanaskitchen.com/flourless-orange-cake-with-cream-cheese-frosting-recipe,"cheese,baking powder,orange,britannia,heavy whipping cream,orange juice,sugar,almond meal (badam powder),caster sugar,eggs,icing sugar,hazelnut meal (powder)",12
Spicy Paneer Bhurji Pav Sandwich Recipe - Breakfast Recipe,35,https://www.archanaskitchen.com/spicy-paneer-bhurji-pav-sandwich-recipe-spiced-cottage-cheese-bun-sandwich,"tomato,salt,ginger,green chilli,coriander (dhania) leaves,red chilli powder,paneer crumpled,onion,pav buns butter,turmeric powder,sunflower oil",11
Asian Style Baby Corn With Sesame Seeds and Peanut Sauce Recipe,100,https://www.archanaskitchen.com/asian-style-baby-corn-with-sesame-seeds-peanut-sauce-recipe,"paprika powder,baby corn,onion,red chilli paste,sunflower oil,salt,corn flour,orange juice,light soy sauce,tofu paneer,water,red yellow green bell peppers (capsicum),garlic,rice flour,sesame seeds (til seeds),garlic paste,rice vinegar,orange marmalade jam,spring onion (bulb greens),peanuts (moongphali) salted",20
Papaya and Carrot Halwa Recipe,50,https://www.archanaskitchen.com/papaya-and-carrot-halwa-recipe,"ghee,milk,saffron strands,carrot,sugar,papaya,badam (almond),cardamom powder (elaichi)",8
Phalguni Dal (Recipe),30,https://www.archanaskitchen.com/phalguni-dal-recipe-in-hindi,"tomato,green chillies,turmeric powder,ginger,salt,cumin seeds,aniseed,kalonji seeds,mustard oil,cloves garlic,mustard,fenugreek seeds,onion,asafetida,lentils,green peas,garam masala powder",17
Soft Millet Taco Recipe Topped With Hummus & Veggies,60,https://www.archanaskitchen.com/soft-millet-taco-recipe-topped-with-hummus-veggies,"salt,wheat flour,hummus,cumin powder (jeera),jowar flour (sorghum),cloves garlic,sugar,onion,broccoli,black pepper powder,bajra flour ( pearl millet),cherry tomato,butter,sunflower oil",14
Sprouted Moong And Onion Fritters Recipe,30,https://www.archanaskitchen.com/sprouted-moong-and-onion-fritters-recipe,"salt,ginger,coriander (dhania) leaves,green moong sprouts,red chilli powder,gram flour (besan),onion,lemon,coriander powder,rice flour,green chillies,garam masala powder,sunflower oil",13
Lemon And Ginger Spicy Black Eyed Beans Recipe,45,https://www.archanaskitchen.com/lemon-and-ginger-spicy-black-eyed-beans-recipe,"tomato,salt,cumin powder (jeera),ginger (fine),cloves garlic,virgin olive oil,red chilli powder red chilli flakes,coriander (dhania) leaves,onion,red yellow green bell pepper (capsicum),lemon,black eyed beans (lobia)",12
Gawar Phali Masala Sabzi Recipe - Cluster Beans Gravy Sabzi,35,https://www.archanaskitchen.com/gawar-phali-masala-sabzi-recipe-cluster-bean-gravy-sabzi,"tomato,salt,ginger,mustard oil,asafoetida (hing),coriander (dhania) leaves,ajwain (carom seeds),jaggery,red chilli powder,cloves garlic,water,gawar phali (kothavarangai cluster beans),onion,peanuts (moongphali),coriander powder,turmeric powder",16
Corn only quiche recipe,60,https://www.archanaskitchen.com/corn-matar-kachori-recipe,"salt,coriander (dhania),ginger,ghee,fennel seeds (saunf),ajwain (carom seeds),chaat masala powder,green peas (matar),sweet corn,flour (maida),green chillies,garam masala powder,sunflower oil",13
Lacha Onion Recipe - Masala Pickled Onions,10,https://www.archanaskitchen.com/how-to-make-pickled-onions-recipe,"salt,black salt,chaat masala powder,red chilli powder,onion,lemon",6
Masala Cornflakes Chicken Recipe,50,https://www.archanaskitchen.com/masala-cornflakes-chicken-recipe,"salt,corn flakes coarse powder,coriander (dhania) leaves,red chilli powder,boneless chicken (,ginger garlic paste,coriander powder,eggs,turmeric powder,garam masala powder,sunflower oil",11
Tofu Bhurji Recipe - Spicy Scrambled Tofu,40,https://www.archanaskitchen.com/tofu-bhurji-recipe,"tomato,salt,red bell pepper (capsicum),green chilli,red chilli powder,coriander (dhania) leaves,onion,cumin seeds (jeera),black pepper powder,tofu,turmeric powder,sunflower oil",12
Savoury Bread Pudding Recipe,50,https://www.archanaskitchen.com/savoury-bread-pudding-recipe,"salt,red bell pepper (capsicum),milk,button mushrooms,cloves garlic,carrot,virgin olive oil,black pepper powder (or red chilli flakes),tme leaves oregano herbs choice,onion,cheddar cheese topping,eggs,butter greasing the baking dish,green zucchini,dijon mustard,spinach leaves (palak),wheat brown bread preferably dayold bread",17
Stuffed Radish Paneer Paratha Recipe,30,https://www.archanaskitchen.com/stuffed-mooli-paneer-paratha-recipe,"salt,cumin powder (jeera),ginger,wheat flour,green chilli,paneer,cloves garlic,turmeric powder,ghee the parathas,mooli mullangi (radish),sunflower oil",11
Orange Peppermint Green Tea Punch Recipe,25,https://www.archanaskitchen.com/orange-peppermint-green-tea-punch-recipe,"orange juice,tea monk seiki peppermint green tea,ginger,water",4
Zucchini Tater Tots Recipe - A Delicious Party Appetizer,40,https://www.archanaskitchen.com/zucchini-tater-tots-recipe-a-delicious-party-appetizer,"salt,potato (aloo) skin,red chilli flakes,wheat bread crumbs bread crumbs,thyme leaves,cheddar cheese,black pepper powder,green zucchini,dried oregano",9
Moringa Masoor Dal Recipe - Drumstick Leaves Dal,40,https://www.archanaskitchen.com/moringa-masoor-dal-recipe-drumstick-leaves-dal,"tomato,salt,ginger,green chilli,drumstick leaves (moringamurungai keerai),asafoetida (hing),ghee,red chilli powder,dry red chilli,pink masoor dal (split),cumin seeds (jeera),lemon,coriander powder,turmeric powder",14
Gujarati Methi Na Dhebra Recipe,30,https://www.archanaskitchen.com/gujarati-methi-na-dhebra-recipe,"salt,wheat flour,jowar flour (sorghum),asafoetida (hing),methi leaves (fenugreek leaves),red chilli powder,curd,sugar,sesame seeds (til seeds),bajra flour ( pearl millet),turmeric powder,green chillies,ginger ground paste,sunflower oil",14
Rajasthani Gatte Ki Sabzi Recipe With Onion & Garlic,70,https://www.archanaskitchen.com/rajasthani-gatte-ki-sabzi-recipe-with-onion-garlic,"salt,asafoetida (hing),bay leaf (tej patta),mustard seeds,ajwain (carom seeds),ghee,red chilli powder,cloves garlic,gram flour (besan),curd,coriander (dhania) leaves,onion,cinnamon stick (dalchini),turmeric powder,cloves (laung),sunflower oil",16
Bengali Aloo Potol er Dalna Recipe - A Traditional Vegetable Side Dish,65,https://www.archanaskitchen.com/bengali-alu-potol-er-dalna-recipe-a-traditional-vegetable-side-dish,"tomato,salt,ginger,kashmiri red chilli powder,bay leaves (tej patta),cardamom (elaichi) podsseeds,asafoetida (hing),dry red chilli,sugar,cinnamon stick (dalchini),cumin seeds (jeera),coriander powder,potato (aloo),turmeric powder,cloves (laung),pointed gourd (parval),garam masala powder,sunflower oil",18
Egg Sholay Kebab Recipe,25,https://www.archanaskitchen.com/egg-sholay-kebab-recipe,"salt,cumin powder (jeera),kashmiri red chilli powder,ginger,rice flour,garam masala powder,flour (maida),cloves garlic,gram flour (besan),curry leaves,coriander powder,eggs,sambar powder,green chilli paste,sunflower oil",15
One Pot Methi Mushroom Brown Rice Pulao Recipe,25,https://www.archanaskitchen.com/one-pot-methi-mushroom-brown-rice-pulav-recipe,"salt,brown rice,bay leaf (tej patta),methi leaves (fenugreek leaves),ginger garlic paste,onion,cumin seeds (jeera),cinnamon stick (dalchini),cloves (laung),button mushrooms,green chillies,sunflower oil",12
Egg and Bread Fried Rice Recipe,30,https://www.archanaskitchen.com/egg-and-bread-fried-rice-recipe,"basmati rice,wheat brown bread,salt,sambar powder,black peppercorns,ginger garlic paste,onion,cinnamon stick (dalchini),cumin seeds (jeera),eggs,cloves (laung),sunflower oil",12
Veg Mughlai Paratha Recipe,40,https://www.archanaskitchen.com/veg-mughlai-paratha-recipe,"salt,wheat flour,red bell pepper (capsicum),ginger,paneer,fennel seeds (saunf),red chilli powder,cloves garlic,carrot,water,onion,green bell pepper (capsicum),mint leaves (pudina),green chillies,garam masala powder,sunflower oil",16
Crispy Vegetable Tempura Recipe,20,https://www.archanaskitchen.com/crispy-vegetable-tempura-recipe,"baking powder,red bell pepper (capsicum),salt,eggs,ice cubes,carrot,baby corn,broccoli,pepper,flour (maida)",10
